LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Male,BRITTANY SPANIEL,WHITE/ORANGE,CHASE,15037,2099,2014-11-26T15:23:46
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,CODY,15044,2099,2014-11-26T15:25:14
Dog Lifetime Spayed Female,MIXED,BLACK,HALO ROSE,15216,2099,2014-12-01T11:50:36
Dog Lifetime Neutered Male,SIB HUSKY MIX,BROWN,ifetimeDUKE,15102,2099,2014-12-01T11:50:37
Dog Lifetime Spayed Female,SCHNAUZER MIN,BLACK,MACEY,15241,2099,2014-12-01T13:09:46
Dog Lifetime Spayed Female,SCHNOODLE,WHITE,ELSA,15101,2099,2014-12-01T13:45:54
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,SILVER,SILVIE,15084,2099,2014-12-02T08:42:45
Dog Lifetime Spayed Female,MIXED,BLACK WITH WHITE,ALI,15116,2099,2014-12-02T08:42:46
Dog Lifetime Spayed Female,LAB MIX,BROWN,KYLIE,15237,2099,2014-12-01T16:07:18
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,BOOMER,15044,2099,2014-12-01T16:07:19
Dog Lifetime Neutered Male,BEAGLE,SPOTTED,ANDY,15120,2099,2014-12-02T09:18:38
Dog Lifetime Neutered Male,MIXED,SPOTTED,JAKE,15120,2099,2014-12-02T09:30:36
Dog Senior Lifetime Neutered Male,LAB MIX,BROWN,CHARLIE,15101,2099,2014-12-02T09:45:16
Dog Lifetime Female,LABRADOR RETRIEVER,YELLOW,KIRA,15143,2099,2014-12-02T11:39:50
Dog Lifetime Male,NEWFOUNDLAND,GREY,SHERMAN,15221,2099,2014-12-02T13:43:28
Dog Senior Lifetime Neutered Male,LAB MIX,BLACK,BLACKIE,15122,2099,2014-12-03T08:48:40
Dog Lifetime Neutered Male,RAT TERRIER,BROWN,SOX,15102,2099,2014-12-02T14:49:38
Dog Lifetime Neutered Male,LAB MIX,WHITE/BROWN,COSMO,15205,2099,2014-12-03T08:48:41
Dog Lifetime Neutered Male,LAB MIX,BLACK,BOOMER,15227,2099,2014-12-02T15:24:51
Dog Lifetime Neutered Male,COLLIE MIX,BLACK/BROWN,RILEY,15026,2099,2014-12-02T15:24:52
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,MAX,15236,2099,2014-12-02T15:24:52
Dog Out of County Transfer - Lifetime,WEIMARANER,SILVER,PENNY,15101,2099,2014-12-02T16:08:44
Dog Out of County Transfer - Lifetime,WEIMARANER,SILVER,RUBY,15101,2099,2014-12-02T16:10:55
Dog Lifetime Spayed Female,LAB MIX,BLACK,ANGEL,15065,2099,2014-12-03T09:36:23
Dog Senior Lifetime Neutered Male,SCHNAUZER MIN,WHITE/BLACK,COOPER,15120,2099,2014-12-03T11:06:04
Dog Lifetime Neutered Male,MIXED,BLACK/TAN,FRANKIE,15215,2099,2014-12-03T11:09:42
Dog Lifetime Neutered Male,BEARDED COLLIE,WHITE/BLACK,FREEDOM,15237,2099,2014-12-03T11:21:29
Dog Lifetime Neutered Male,LAB MIX,BLACK,BANDIT,15237,2099,2014-12-03T11:21:29
Dog Senior Lifetime Neutered Male,DACHSHUND,CREAM,CHICO,15108,2099,2014-12-03T11:24:42
Dog Lifetime Spayed Female,WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,CORA,15143,2099,2014-12-03T11:31:09
Dog Lifetime Neutered Male,AUS SHEPHERD,WHITE/BLACK/BROWN,STONE USMEN,15116,2099,2014-12-04T08:54:39
Dog Lifetime Spayed Female,LAB MIX,BLACK,LUCY,15235,2099,2014-12-03T14:52:02
Dog Lifetime Spayed Female,GOLDENDOODLE,BROWN,CHEWIE,15106,2099,2014-12-03T16:01:13
Dog Lifetime Spayed Female,GOLDEN RETRIEV MIX,APRICOT,BELLA,15215,2099,2014-12-04T14:37:21
Dog Senior Lifetime Spayed Female,DACHSHUND,SPOTTED,SADIE,15046,2099,2014-12-04T14:54:00
Dog Senior Lifetime Neutered Male,DACHSHUND,BLACK WITH WHITE,ODIE,15046,2099,2014-12-04T14:54:00
Dog Senior Lifetime Spayed Female,DACHSHUND,BLACK/BROWN,REGGI,15046,2099,2014-12-04T14:54:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,JACKSON,15237,2099,2014-12-04T15:25:55
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,KIMNBER,15236,2099,2014-12-04T15:25:56
Dog Lifetime Spayed Female,BEAGLE,MULTI,SADIE,15037,2099,2014-12-05T09:08:15
Dog Lifetime Female,DOBERMAN PINSCHER,BROWN,MARLEY,15122,2099,2014-12-05T09:08:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,WINNIE,15239,2099,2014-12-05T08:09:47
Dog Lifetime Spayed Female,GREYHOUND,TAN,BELLA,15237,2099,2014-12-08T08:53:57
Dog Lifetime Duplicate,BOXER,BRINDLE,BB,15108,2099,2014-12-08T08:54:05
Dog Lifetime Spayed Female,MORKIE,WHITE/BLACK/BROWN,EMMA,15229,2099,2014-12-05T15:32:37
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK,KAYLEE,15229,2099,2014-12-08T08:26:11
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,MELE,15135,2099,2014-12-08T10:23:31
Dog Senior Lifetime Spayed Female,DOBERMAN PINSCHER,BLACK/BROWN,CHARLEY,15044,2099,2014-12-08T10:30:37
Dog Senior Lifetime Spayed Female,GER SHEPHERD MIX,BLACK,ABBY,15046,2099,2014-12-08T10:49:30
Dog Senior Lifetime Neutered Male,SHEPHERD MIX,BLACK,BUBBA,15046,2099,2014-12-08T10:51:50
Dog Lifetime Duplicate,DALMATIAN,WHITE/BLACK,LOUIE,15102,2099,2014-12-08T10:51:07
Dog Lifetime Neutered Male,AUS SHEPHERD,BLACK/BROWN,JESSE,15137,2099,2014-12-08T10:55:21
Dog Lifetime Spayed Female,POODLE MIX,WHITE,LUCY,15024,2099,2014-12-08T10:57:32
Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,ZOEY,15090,2099,2014-12-08T11:03:18
Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,LUCAS,15090,2099,2014-12-08T11:03:18
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BRONN,15102,2099,2014-12-08T11:05:52
Dog Lifetime Duplicate,LABRADOR RETRIEVER,TAN,CODY,15045,2099,2014-12-08T11:10:22
Dog Lifetime Spayed Female,MIXED,BLACK,ATHENA,15237,2099,2014-12-08T14:30:47
Dog Lifetime Spayed Female,AM PITT BULL MIX,WHITE/GREY,MACY MAY,15235,2099,2014-12-08T14:59:59
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,ROXY,15090,2099,2014-12-08T15:09:14
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,SAMSON,15236,2099,2014-12-09T11:13:50
Dog Senior Lifetime Neutered Male,POODLE MIX,WHEATON,CHARLIE,15135,2099,2014-12-09T13:36:46
Dog Lifetime Neutered Male,WELSH CORGI PEMBROK,WHITE/RED,TYMER,15131,2099,2014-12-09T13:36:46
Dog Lifetime Neutered Male,GOLDENDOODLE,BLACK,SAMPSON,15108,2099,2014-12-09T13:36:47
Dog Lifetime Spayed Female,BEAGLE MIX,TRI-COLOR,PENNY,15228,2099,2014-12-09T13:36:48
Dog Lifetime Neutered Male,SHIH TZU,WHITE/TAN,TOBY,15236,2099,2014-12-09T13:36:48
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,BUSTER,15237,2099,2014-12-09T13:43:43
Dog Lifetime Spayed Female,SFT COAT WHEAT TERR,BROWN,CHARLIE,15025,2099,2014-12-10T08:37:40
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MAYA,15143,2099,2014-12-09T14:47:14
Dog Lifetime Spayed Female,GR SWISS MTN DOG,WHITE/BLACK/BROWN,SADIE,15229,2099,2014-12-09T15:13:20
Dog Senior Lifetime Spayed Female,LAB MIX,BLACK/BROWN,GINGER,15132,2099,2014-12-09T15:14:18
Dog Lifetime Spayed Female,GER SHEPHERD,SABLE,BELLA KEEGAN,15229,2099,2014-12-10T08:37:46
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BROWN,JOSIE,15135,2099,2014-12-10T08:18:14
Dog Lifetime Spayed Female,HAVANESE,WHITE/BROWN,ELLA,15108,2099,2014-12-10T08:21:34
Dog Lifetime Neutered Male,GOLDENDOODLE,RED,BAXTER,15239,2099,2014-12-10T09:27:22
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JAKE,15131,2099,2014-12-10T10:02:19
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,DAKOTA,15024,2099,2014-12-10T10:49:56
Dog Lifetime Duplicate,SHETLAND SHEEP MIX,WHITE/BROWN,MILO,15108,2099,2014-12-10T12:10:50
Dog Lifetime Neutered Male,AM PITT BULL MIX,TAN,TREY,15209,2099,2014-12-10T13:55:14
Dog Lifetime Duplicate,SCHNOODLE,BLACK WITH WHITE,TUX,15132,2099,2014-12-10T14:09:03
Dog Lifetime Duplicate,MIXED,WHITE/BLACK,LILY,15120,2099,2014-12-10T14:10:29
Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,MYA,15202,2099,2014-12-10T14:50:15
Dog Lifetime Spayed Female,COLLIE MIX,BROWN,GRACIE,15131,2099,2014-12-10T14:52:50
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BROWN,BO,15131,2099,2014-12-10T15:01:41
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BROWN,LUKE,15131,2099,2014-12-10T15:14:59
Dog Senior Lifetime Neutered Male,GREAT DANE MIX,WHITE/BLACK,BENTLEY WAFFLES,15108,2099,2014-12-10T15:21:08
Dog Senior Lifetime Spayed Female,BORD COLLIE,BLACK,ZIVA,15146,2099,2014-12-10T16:19:57
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,CHARLIE,15084,2099,2014-12-10T15:41:03
Dog Lifetime Female,LABRADOR RETRIEVER,BLACK,GYPSY,15037,2099,2014-12-10T16:19:58
Dog Lifetime Female,AUS CATTLE DOG,BLACK/BLUE,ECHO,15037,2099,2014-12-10T16:19:58
Dog Lifetime Neutered Male,MIXED,TAN,DEREK,15108,2099,2014-12-11T10:09:54
Dog Lifetime Spayed Female,BOXER,FAWN,MIA,15025,2099,2014-12-11T15:22:50
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,RED/BROWN,MAC,15102,2099,2014-12-11T15:34:18
Dog Senior Lifetime Spayed Female,SHIH TZU MIX,BLACK/BROWN/GREY,SASSIE,15116,2099,2014-12-12T10:44:17
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,SADIE,15101,2099,2014-12-12T13:41:27
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,NESTLE,15143,2099,2014-12-12T14:31:53
Dog Lifetime Spayed Female,POODLE STANDARD,WHITE,PARIS NOELLE,15037,2099,2014-12-15T09:34:39
Dog Lifetime Spayed Female,BOXER MIX,BRINDLE,RILO,15209,2099,2014-12-16T08:57:20
Dog Lifetime Spayed Female,SHIH TZU MIX,OTHER,WAFFLES,15238,2099,2014-12-16T08:57:22
Dog Lifetime Neutered Male,BOXER,WHITE/RED,KINGSTON,15143,2099,2014-12-16T08:57:28
Dog Lifetime Spayed Female,CHINESE SHAR-PEI,BLACK,MEI MEI,15332,2099,2014-12-15T13:56:18
Dog Lifetime Neutered Male,GER SHEPHERD,SABLE,ROCKY,15101,2099,2014-12-15T14:34:56
Dog Lifetime Spayed Female,ENG SETTER,WHITE/BROWN,ABBY,15102,2099,2014-12-15T14:23:16
Dog Lifetime Neutered Male,SIB HUSKY,RED,MAX,15235,2099,2014-12-15T14:34:56
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,CAPPY,15215,2099,2014-12-15T14:27:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,GEMMA,15101,2099,2014-12-15T14:31:07
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,MAVERICK,15024,2099,2014-12-15T14:33:27
Dog Lifetime Neutered Male,SHIH TZU MIX,BROWN,MAC,15137,2099,2014-12-15T14:34:57
Dog Senior Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BUDDY,15126,2099,2014-12-15T14:56:41
Dog Senior Lifetime Neutered Male,DACHSHUND,BROWN,ERIC,15120,2099,2014-12-15T15:05:13
Dog Lifetime Spayed Female,ENGLISH MASTIFF,BROWN,NITTANY DEUX,15090,2099,2014-12-15T15:07:14
Dog Lifetime Spayed Female,LAB MIX,BROWN,LUCY,15215,2099,2014-12-16T08:57:32
Dog Lifetime Spayed Female,BOXER,BLACK,HARPER,15236,2099,2014-12-16T09:24:31
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/TAN,SKYLER,15122,2099,2014-12-16T09:29:17
Dog Lifetime Neutered Male,HAVANESE,TAN,BUSTER,15237,2099,2014-12-16T09:34:08
Dog Lifetime Spayed Female,LAB MIX,TAN,DAISY,15147,2099,2016-02-18T15:51:06
Dog Senior Lifetime Spayed Female,WEIMARANER,BROWN,NANNY-NAE-NAE,15215,2099,2016-02-18T16:18:22
Dog Senior Lifetime Neutered Male,LAKELAND TERRIER,WHITE/BLACK,JACKSON,15090,2099,2016-02-19T15:01:35
Dog Lifetime Male,YORKSHIRE TERRIER,BLACK/BROWN,MILO,15210,2099,2016-02-19T15:01:35
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,KIKI,15017,2099,2016-02-19T15:01:36
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,WHEATON,BEAU,15237,2099,2016-02-19T15:01:36
Dog Lifetime Spayed Female,SHIH TZU,BLACK,ABBY,15147,2099,2016-02-19T15:01:36
Dog Lifetime Spayed Female,BOXER,WHITE,RILEY,15122,2099,2016-02-19T15:01:37
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLONDE,ELLA,15025,2099,2016-02-19T15:01:37
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/TAN,LUCY,15235,2099,2016-02-19T15:01:38
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,OTHER,HOPE,15146,2099,2016-02-19T11:44:00
Dog Lifetime Duplicate,LAB MIX,BLACK,LUCY,15235,2099,2016-02-19T12:53:28
Dog Lifetime Spayed Female,BORD COLLIE,BLUE,SOPHIE,15218,2099,2016-02-19T15:06:42
Dog Lifetime Neutered Male,GREAT DANE MIX,BLACK,KONG,15046,2099,2016-02-22T09:36:32
Dog Lifetime Neutered Male,MIXED,WHITE,OLIVER,15116,2099,2016-02-22T09:50:23
Dog Lifetime Neutered Male,LAB MIX,BLACK,REMINGTON,15044,2099,2016-02-22T10:04:46
Dog Lifetime Duplicate,CAV KING CHAR SPANI,WHITE/BROWN,BELLA,15147,2099,2016-02-22T15:16:57
Dog Out of County Transfer - Lifetime,BOSTON TERRIER,WHITE/BLACK,TEDDY,15108,2099,2016-02-22T11:18:57
Dog Senior Lifetime Spayed Female,WEIMARANER,BLUE,DARCEE,15131,2099,2016-02-22T12:19:29
Dog Senior Lifetime Spayed Female,MALTESE,WHITE,GRACY,15218,2099,2016-02-22T13:21:15
Dog Senior Lifetime Spayed Female,MALTESE,WHITE,POPPY,15218,2099,2016-02-22T13:21:15
Dog Senior Lifetime Female,MALTESE,WHITE,POPPY,15218,2099,2016-02-22T13:21:15
Dog Senior Lifetime Spayed Female,MALTESE,WHITE,OHANA,15218,2099,2016-02-22T13:21:15
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SOPHIA,15216,2099,2016-02-22T13:33:06
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SOPHIA,15216,2099,2016-02-22T13:37:10
Dog Lifetime Neutered Male,CHIHUAHUA MIX,WHITE/BROWN,CODY,15137,2099,2016-02-22T13:40:44
Dog Lifetime Neutered Male,MIXED,BLACK,ROCKY,15101,2099,2016-02-23T08:31:15
Dog Lifetime Neutered Male,MIXED,BLACK,ROCKY,15101,2099,2016-02-22T14:49:31
Dog Lifetime Female,GER SHEPHERD,BLACK/RED,NALA,15229,2099,2016-02-23T08:31:19
Dog Lifetime Female,GER SHEPHERD,BLACK/RED,NALA,15229,2099,2016-02-22T15:59:11
Dog Lifetime Female,AUS SHEPHERD,WHITE/BROWN,GINGER ,15236,2099,2016-02-23T09:17:26
Dog Senior Lifetime Spayed Female,MIXED,SPOTTED,DAISY,15126,2099,2016-02-23T09:41:07
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,PITA,15122,2099,2016-02-23T10:04:45
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BROWN/TAN/BRINDLE,VERN,15106,2099,2016-02-23T11:26:53
Dog Senior Lifetime Neutered Male,MALTESE MIX,WHITE,BUDDY,15218,2099,2016-02-23T12:36:54
Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,BAILEY,15137,2099,2016-02-23T12:36:55
Dog Lifetime Spayed Female,SIB HUSKY MIX,WHITE,LILLY,15205,2099,2016-02-23T12:36:55
Dog Lifetime Spayed Female,BEAGLE,WHITE,PENNY,15071,2099,2016-02-23T12:36:56
Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,STELLA,15215,2099,2016-02-23T12:36:56
Dog Lifetime Female,GOLDENDOODLE,BLACK,ONYX,15236,2099,2016-02-23T12:36:56
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,BAILEY,15129,2099,2016-02-23T12:36:57
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TANK,15129,2099,2016-02-23T12:36:57
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,RUDY,15068,2099,2016-02-23T15:17:30
Dog Lifetime Neutered Male,TAG,BLACK,ZIGGY,15221,2099,2016-02-24T08:59:11
Dog Lifetime Spayed Female,MALTESE MIX,WHITE/TAN,ROSINA,15030,2099,2016-02-24T09:14:24
Dog Lifetime Neutered Male,DACHSHUND,BROWN,CHEWY,15237,2099,2016-02-24T09:22:58
Dog Lifetime Neutered Male,TAG,WHITE/BEIGE,JOEY,15025,2099,2016-02-24T09:42:13
Dog Lifetime Spayed Female,LAB MIX,TAN,SNUGGLES,15122,2099,2016-02-24T10:44:50
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/TAN,RONAN,15243,2099,2016-02-24T11:52:49
Dog Senior Lifetime Spayed Female,BOXER MIX,BRINDLE,JASMINE,15025,2099,2016-02-24T11:52:50
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,COOPER,15227,2099,2016-02-24T11:52:50
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CINNAMON,15131,2099,2016-02-25T09:55:59
Dog Senior Lifetime Spayed Female,WEIMARANER,GREY,HONEY,15106,2099,2016-02-25T10:27:07
Dog Lifetime Spayed Female,CHIHUAHUA,BROWN,SANDY,15122,2099,2016-02-25T14:45:16
Dog Lifetime Spayed Female,CHIHUAHUA,BLACK/TAN,TORTOLA,15122,2099,2016-02-25T14:45:17
Dog Senior Lifetime Spayed Female,LHASA APSO,SPOTTED,ANNIE ,15037,2099,2016-02-25T11:13:31
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,CHESTER,15229,2099,2016-02-25T11:15:32
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE/BROWN,MACK,15209,2099,2016-02-25T15:46:21
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,GABBY,15122,2099,2016-02-25T14:45:18
Dog Lifetime Spayed Female,GER SHEPHERD,WHITE/BLACK,LUNA,15106,2099,2016-02-25T12:25:34
Dog Lifetime Neutered Male,HOUND MIX,WHITE/BROWN,RALPHIE,15006,2099,2016-02-25T13:58:07
Dog Lifetime Neutered Male,MIXED,WHITE/BRINDLE,MONTE,15237,2099,2016-02-25T14:18:00
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,PIP,15143,2099,2016-02-25T15:03:42
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,FIZZY,15143,2099,2016-02-25T15:03:42
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,KILIK KAGURA,15108,2099,2016-02-26T09:27:16
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,SHADOW,15108,2099,2016-02-26T09:27:16
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE,AURORA,15237,2099,2014-12-16T09:57:09
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,BARNABY,15239,2099,2014-12-16T10:14:25
Dog Lifetime Spayed Female,POODLE STANDARD,WHITE/BROWN,SPENCER,15108,2099,2014-12-16T12:29:41
Dog Lifetime Duplicate,BEAGLE MIX,BLACK/TAN,INDY,15090,2099,2014-12-16T14:21:23
Dog Lifetime Duplicate,AUS SHEPHERD,WHITE/BROWN,CASEY,15146,2099,2014-12-16T15:24:10
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BRINDLE,EVIE,15209,2099,2014-12-16T15:24:35
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BROWN,GUS,15225,2099,2014-12-17T08:56:26
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,NINJA,15237,2099,2014-12-16T16:13:26
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BECCA,15137,2099,2014-12-17T15:26:08
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,BLUE,15137,2099,2014-12-17T15:26:08
Dog Lifetime Male,ROTTWEILER,BLACK/BROWN,NO SURRENDER,15068,2099,2014-12-18T08:09:55
Dog Lifetime Female,ROTTWEILER,BLACK/BROWN,MERRIMICE,15068,2099,2014-12-18T08:22:02
Dog Senior Lifetime Neutered Male,SHIH TZU MIX,WHITE/BROWN,TEDDY BEAR,15120,2099,2014-12-18T15:39:20
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE,15037,2099,2014-12-18T16:23:16
Dog Lifetime Neutered Male,BEAGLE MIX,TRI-COLOR,GILBERT,15236,2099,2014-12-18T16:23:17
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,SASHA,15090,2099,2014-12-18T16:23:18
Dog Lifetime Spayed Female,ITALIAN GREYHOUND,RED,JOSEPHINA,15220,2099,2014-12-18T16:23:20
Dog Lifetime Neutered Male,MIXED,BRINDLE,IKE,15131,2099,2014-12-19T08:05:07
Dog Lifetime Duplicate,MIXED,BLACK/BROWN,RANGER,15234,2099,2014-12-19T12:55:36
Dog Lifetime Duplicate,GREYHOUND,WHITE,COCO,15101,2099,2014-12-19T14:04:40
Dog Lifetime Spayed Female,BOXER,BROWN,ROXIE,15236,2099,2014-12-19T14:17:08
Dog Lifetime Neutered Male,GER SHEPHERD,BROWN/LIVER,BLAZE,15132,2099,2014-12-22T09:23:13
Dog Lifetime Spayed Female,MIXED,TAN,BAILEY,15106,2099,2014-12-22T09:57:18
Dog Senior Lifetime Spayed Female,MORKIE,BROWN,MOLLY,15229,2099,2014-12-22T10:53:20
Dog Lifetime Spayed Female,MIXED,BROWN,MISS PRINCESS STAR,15146,2099,2014-12-23T14:45:30
Dog Lifetime Neutered Male,MALTESE,WHITE,OLIVER,15090,2099,2014-12-23T14:45:31
Dog Lifetime Spayed Female,WIREHAIR STYRIAN MTN,WHITE/BROWN,JANE,15237,2099,2014-12-23T14:45:32
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,COOPER,15132,2099,2014-12-23T14:45:33
Dog Lifetime Male,WELSH CORGI PEMBROK,WHITE/BROWN,PEDRICK,15146,2099,2014-12-23T14:45:34
Dog Lifetime Neutered Male,TERRIER MIX,WHITE,HARLEY,15044,2099,2014-12-23T14:45:35
Dog Lifetime Spayed Female,MIXED,BROWN,lilly,15044,2099,2014-12-23T14:45:35
Dog Senior Lifetime Spayed Female,PUG,FAWN,PENNY,15136,2099,2014-12-23T14:45:36
Dog Lifetime Neutered Male,MIXED,BROWN,WRIGLEY,15228,2099,2014-12-23T14:45:36
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,PENNY,15037,2099,2014-12-23T14:45:37
Dog Lifetime Neutered Male,BULLDOG,BRINDLE,MAX,15108,2099,2014-12-23T14:45:38
Dog Lifetime Neutered Male,DACHSHUND,BLACK/TAN,DASH,15239,2099,2014-12-23T14:45:38
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SADIE,15047,2099,2014-12-23T14:45:39
Dog Lifetime Neutered Male,MIXED,TAN,TURBO,15120,2099,2014-12-23T14:45:40
Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,RUFFLES,15239,2099,2014-12-23T14:45:41
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,LUCKY,15101,2099,2014-12-23T14:45:41
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,JOSIE,15239,2099,2014-12-23T14:45:42
Dog Lifetime Spayed Female,LAB MIX,WHITE/BROWN,COCO,15137,2099,2014-12-23T14:45:43
Dog Lifetime Spayed Female,RHODESIAN RIDGEBACK,RED/BROWN,DASHA,15090,2099,2014-12-23T14:45:44
Dog Lifetime Male,RHODESIAN RIDGEBACK,RED/BROWN,MAXIMUS,15090,2099,2014-12-23T14:45:44
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,BELLA STACK,15090,2099,2014-12-23T14:45:44
Dog Senior Lifetime Neutered Male,COCKAPOO,APRICOT,CUDDLES,15090,2099,2014-12-23T14:45:45
Dog Senior Lifetime Spayed Female,SHETLAND SHEEPDOG,WHITE/BROWN,BETSY,15235,2099,2014-12-26T15:52:38
Dog Lifetime Neutered Male,DACHSHUND,BLACK,GUNNER,15101,2099,2014-12-26T15:52:39
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,DRAKE,15239,2099,2014-12-30T08:54:41
Dog Lifetime Spayed Female,POMERANIAN,BROWN,GRACIE,15037,2099,2014-12-26T15:52:41
Dog Lifetime Spayed Female,PUG,FAWN,PEACHES,15131,2099,2014-12-30T15:08:52
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BAILEY,15220,2099,2014-12-30T15:08:59
Dog Lifetime Male,SIB HUSKY MIX,BROWN,TUT,15145,2099,2014-12-31T10:13:15
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,MAX,15044,2099,2014-12-31T10:55:17
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BLACK,TUCKER,15102,2099,2014-12-31T11:04:24
Dog Lifetime Spayed Female,BRITTANY SPANIEL,ORANGE/WHITE,LUCY,15143,2099,2015-01-02T15:41:50
Dog Lifetime Neutered Male,GOLDENDOODLE,BLACK,INDY,15136,2099,2015-01-05T09:34:56
Dog Lifetime Spayed Female,MIXED,BLUE,CALISTA,15116,2099,2015-01-05T10:35:59
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,SPOTTED,COOPER,15243,2099,2015-01-05T11:25:24
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,GOLD,BARRETT,15202,2099,2015-01-05T12:58:44
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,GOLD,GUNNER,15202,2099,2015-01-05T12:58:44
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE/BROWN,ANGEL,15044,2099,2015-01-05T14:55:10
Dog Lifetime Neutered Male,MIN PINSCHER,BLACK/BROWN,TOBY,15143,2099,2015-01-06T13:31:43
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED/BLONDE,EMBER,15015,2099,2015-01-07T09:47:10
